,0,1,2
49,AFTERNOON_SAWB1c2b_66507_66767.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON/AFTERNOON_SAWB1c2b_66507_66767.mp4,2
50,AFTERNOON_SAWB1c2b_82533_82723.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON/AFTERNOON_SAWB1c2b_82533_82723.mp4,2
51,AFTERNOON_SLWA1c2a_80564_81094.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON/AFTERNOON_SLWA1c2a_80564_81094.mp4,3
52,AFTERNOON3_AMGA1c2a_23160_23570.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON3/AFTERNOON3_AMGA1c2a_23160_23570.mp4,2
53,AFTERNOON4_MSLB1c2b_67479_67859.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON4/AFTERNOON4_MSLB1c2b_67479_67859.mp4,3
54,AGAIN_AASB1c2a_103450_103640.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB1c2a_103450_103640.mp4,1
55,AGAIN_AASB1c2a_23780_24030.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB1c2a_23780_24030.mp4,1
56,AGAIN_AASB1c2a_27485_27845.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB1c2a_27485_27845.mp4,1
57,AGAIN_AASB1c2a_35220_35440.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB1c2a_35220_35440.mp4,1
58,AGAIN_AASB2c6iii_27330_27560.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB2c6iii_27330_27560.mp4,1
59,AGAIN_ACAA1c2a_32866_33186.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_ACAA1c2a_32866_33186.mp4,1
60,AGAIN_ACAA1c2a_33446_33776.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_ACAA1c2a_33446_33776.mp4,3
61,AGAIN_AJPB1c2b_21616_21746.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AJPB1c2b_21616_21746.mp4,0
62,AGAIN_AKRA1c2a_48316_49546.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AKRA1c2a_48316_49546.mp4,4
63,AGAIN_AKRA1c2a_78506_79626.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AKRA1c2a_78506_79626.mp4,4
64,AGAIN_AMMA1c2a_23574_23794.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AMMA1c2a_23574_23794.mp4,0
65,AGAIN_AMMA1c2a_24584_24864.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AMMA1c2a_24584_24864.mp4,0
66,AGAIN_AMMA1c2a_47284_47754.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AMMA1c2a_47284_47754.mp4,0
67,AGAIN_AMMA1c2a_49064_49474.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AMMA1c2a_49064_49474.mp4,0
68,AGAIN_AMMA1c2a_50554_50974.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AMMA1c2a_50554_50974.mp4,0
69,AGAIN_AMMA1c2a_58584_58784.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AMMA1c2a_58584_58784.mp4,0
70,AGAIN_BAOBB1c2a_55086_55293.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BAOBB1c2a_55086_55293.mp4,0
71,AGAIN_BAOBB1c2a_56926_57293.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BAOBB1c2a_56926_57293.mp4,0
72,AGAIN_BAOBB1c2a_59006_59320.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BAOBB1c2a_59006_59320.mp4,0
73,AGAIN_BAOBB1c2a_59900_60200.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BAOBB1c2a_59900_60200.mp4,0
74,AGAIN_BCHA2c6ii_53910_54350.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCHA2c6ii_53910_54350.mp4,2
75,AGAIN_BCHA2c7a_91390_91690.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCHA2c7a_91390_91690.mp4,0
76,AGAIN_BCHA2c7a_93230_93460.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCHA2c7a_93230_93460.mp4,0
77,AGAIN_BCPA1c2a_101026_101392.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCPA1c2a_101026_101392.mp4,0
78,AGAIN_BCPA1c2a_102072_102298.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCPA1c2a_102072_102298.mp4,0
79,AGAIN_BCPA1c2a_107172_107542.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCPA1c2a_107172_107542.mp4,0
80,AGAIN_BCPA1c2a_108550_108778.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCPA1c2a_108550_108778.mp4,0
81,AGAIN_BCPA1c2a_110139_110379.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCPA1c2a_110139_110379.mp4,0
82,AGAIN_BCPA1c2a_135660_135815.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCPA1c2a_135660_135815.mp4,0
83,AGAIN_BDHA1c2a_11000_11400.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_11000_11400.mp4,2
84,AGAIN_BDHA1c2a_13810_14040.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_13810_14040.mp4,1
85,AGAIN_BDHA1c2a_23820_23890.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_23820_23890.mp4,1
86,AGAIN_BDHA1c2a_46300_46900.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_46300_46900.mp4,1
87,AGAIN_BDHA1c2a_51040_51830.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_51040_51830.mp4,3
88,AGAIN_BDHA1c2a_53280_53540.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_53280_53540.mp4,2
89,AGAIN_BDHA1c2a_67260_67650.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_67260_67650.mp4,2
90,AGAIN_BDLA1c2a_57849_58759.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDLA1c2a_57849_58759.mp4,0
91,AGAIN_BDLA1c2a_84986_86126.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDLA1c2a_84986_86126.mp4,0
92,AGAIN_BFSA1c2a_46360_46470.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BFSA1c2a_46360_46470.mp4,0
93,AGAIN_BFSA1c2a_47270_47880.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BFSA1c2a_47270_47880.mp4,0
94,AGAIN_BFSA1c2a_53040_53460.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BFSA1c2a_53040_53460.mp4,0
95,AGAIN_BGMQB1c2a_26890_27210.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BGMQB1c2a_26890_27210.mp4,2
96,AGAIN_BRCA1c2a_168755_169005.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BRCA1c2a_168755_169005.mp4,0
97,AGAIN_MBCB1c2a_40505_40815.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBCB1c2a_40505_40815.mp4,3
98,AGAIN_MBCB1c2a_48335_49285.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBCB1c2a_48335_49285.mp4,2
99,AGAIN_MBCB1c2a_57145_57435.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBCB1c2a_57145_57435.mp4,2
100,AGAIN_MBHA1c2a_51880_52795.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBHA1c2a_51880_52795.mp4,4
101,AGAIN_MBHA1c2a_62645_63495.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBHA1c2a_62645_63495.mp4,4
102,AGAIN_MCDB1c2a_76017_76291.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MCDB1c2a_76017_76291.mp4,1
103,AGAIN_MCDB1c2a_77157_77571.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MCDB1c2a_77157_77571.mp4,3
104,AGAIN_MCDB1c2a_99780_99926.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MCDB1c2a_99780_99926.mp4,1
105,AGAIN_MKB2A1c2a_10840_11520.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MKB2A1c2a_10840_11520.mp4,4
106,AGAIN_MKB2A1c2a_47490_48530.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MKB2A1c2a_47490_48530.mp4,4
107,AGAIN_MMAA1c2a_80340_80570.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MMAA1c2a_80340_80570.mp4,3
108,AGAIN_PDHA1c2a_124610_124940.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDHA1c2a_124610_124940.mp4,2
109,AGAIN_PDHA1c2a_21580_21710.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDHA1c2a_21580_21710.mp4,1
110,AGAIN_PDRA1c2a_75540_76000.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDRA1c2a_75540_76000.mp4,3
111,AGAIN_PDRA1c2a_81640_83610.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDRA1c2a_81640_83610.mp4,3
112,AGAIN_PDRA1c2a_86890_87270.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDRA1c2a_86890_87270.mp4,2
113,AGAIN_PDSA3c9a_18485_19250.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDSA3c9a_18485_19250.mp4,3
114,AGAIN_SASA2c7a_130400_130510.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SASA2c7a_130400_130510.mp4,1
115,AGAIN_SASA2c7a_91890_92050.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SASA2c7a_91890_92050.mp4,1
116,AGAIN_SGMB1c2a_49780_50510.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SGMB1c2a_49780_50510.mp4,3
117,AGAIN_SGMB1c2a_88595_88950.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SGMB1c2a_88595_88950.mp4,2
118,AGAIN_SLRB1c2b_26330_26550.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SLRB1c2b_26330_26550.mp4,1
119,AGAIN_SMGB1c2a_121717_122687.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SMGB1c2a_121717_122687.mp4,3
120,AGAIN_SMGB1c2a_74552_74982.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SMGB1c2a_74552_74982.mp4,2
121,AGAIN_SNCB2c2a_118480_118740.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SNCB2c2a_118480_118740.mp4,1
122,AGAIN_SNCB2c2a_121190_122050.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SNCB2c2a_121190_122050.mp4,3
123,AGAIN_SNCB2c2a_123010_124780.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SNCB2c2a_123010_124780.mp4,3
124,AGAIN_SNCB2c2a_127270_127470.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SNCB2c2a_127270_127470.mp4,1
125,AGAIN_SNCB2c2a_128470_129710.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SNCB2c2a_128470_129710.mp4,3
126,AGAIN_SNCB2c2a_163680_164420.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SNCB2c2a_163680_164420.mp4,3
127,AGAIN_SNCB2c2a_165700_166280.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SNCB2c2a_165700_166280.mp4,3
128,AGAIN_SSSB1c2a_46309_46599.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SSSB1c2a_46309_46599.mp4,2
129,AGAIN_SSSB1c2a_49939_50409.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SSSB1c2a_49939_50409.mp4,3
130,AGAIN_SSSB1c2a_53049_53419.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SSSB1c2a_53049_53419.mp4,2
131,AGAIN(8)_BAOBB1c2a_42306_42466.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN(8)/AGAIN(8)_BAOBB1c2a_42306_42466.mp4,0
132,AGAIN(8)_BAOBB1c2a_44106_44399.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN(8)/AGAIN(8)_BAOBB1c2a_44106_44399.mp4,0
133,AGAIN-2H_SPKA1c2a_109440_109620.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN-2H/AGAIN-2H_SPKA1c2a_109440_109620.mp4,1
134,AGAIN-AND-AGAIN_ACAA1c2a_37136_37846.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN-AND-AGAIN/AGAIN-AND-AGAIN_ACAA1c2a_37136_37846.mp4,4
135,AGES_SLRB1c2b_118057_119147.mp4,D:/Thesis/Video-Auslan-sorted/AGES/AGES_SLRB1c2b_118057_119147.mp4,3
136,AGES_SLRB1c2b_120057_121915.mp4,D:/Thesis/Video-Auslan-sorted/AGES/AGES_SLRB1c2b_120057_121915.mp4,4
137,AGES_SLWA1c2a_34709_35729.mp4,D:/Thesis/Video-Auslan-sorted/AGES/AGES_SLWA1c2a_34709_35729.mp4,4
138,AGREE_AAPB1c2b_71387_71857.mp4,D:/Thesis/Video-Auslan-sorted/AGREE/AGREE_AAPB1c2b_71387_71857.mp4,3
139,AGREE_SAWB1c2b_41142_42102.mp4,D:/Thesis/Video-Auslan-sorted/AGREE/AGREE_SAWB1c2b_41142_42102.mp4,4
140,AGREE_SAWB1c2b_43042_43462.mp4,D:/Thesis/Video-Auslan-sorted/AGREE/AGREE_SAWB1c2b_43042_43462.mp4,1
141,AIM_AAPB1c2b_236470_237221.mp4,D:/Thesis/Video-Auslan-sorted/AIM/AIM_AAPB1c2b_236470_237221.mp4,3
142,AIM_SASA2c6ii_9150_9780.mp4,D:/Thesis/Video-Auslan-sorted/AIM/AIM_SASA2c6ii_9150_9780.mp4,2
143,ALIVE_PDCB2c7a_58550_58780.mp4,D:/Thesis/Video-Auslan-sorted/ALIVE/ALIVE_PDCB2c7a_58550_58780.mp4,1
144,ALL_AAM1A1c2a_63195_63545.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AAM1A1c2a_63195_63545.mp4,1
145,ALL_AASB1c2a_108090_108580.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AASB1c2a_108090_108580.mp4,3
146,ALL_AASB1c2a_109040_109330.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AASB1c2a_109040_109330.mp4,2
147,ALL_AASB1c2a_57040_57230.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AASB1c2a_57040_57230.mp4,1
148,ALL_AASB1c2a_95510_95910.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AASB1c2a_95510_95910.mp4,1
149,ALL_ACAA1c2a_47106_47576.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_ACAA1c2a_47106_47576.mp4,3
150,ALL_AFLA1c2b_17675_17830.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AFLA1c2b_17675_17830.mp4,1
151,ALL_AKRA1c2a_85836_86186.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AKRA1c2a_85836_86186.mp4,3
152,ALL_AMGA1c2a_99655_99935.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AMGA1c2a_99655_99935.mp4,1
153,ALL_AMMA1c2a_81710_81986.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AMMA1c2a_81710_81986.mp4,0
154,ALL_BAOBB1c2a_75711_75878.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BAOBB1c2a_75711_75878.mp4,0
155,ALL_BAOBB1c2a_79553_79706.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BAOBB1c2a_79553_79706.mp4,0
156,ALL_BAOBB2c7a_104530_104780.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BAOBB2c7a_104530_104780.mp4,2
157,ALL_BCHA1c2a_17735_18425.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BCHA1c2a_17735_18425.mp4,4
158,ALL_BCHA1c2a_188175_188685.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BCHA1c2a_188175_188685.mp4,2
159,ALL_BCHA1c2a_190875_191005.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BCHA1c2a_190875_191005.mp4,1
160,ALL_BCHA1c2a_55870_56770.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BCHA1c2a_55870_56770.mp4,4
161,ALL_BCPA1c2a_163600_163880.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BCPA1c2a_163600_163880.mp4,0
162,ALL_BDLA1c2a_96376_96676.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BDLA1c2a_96376_96676.mp4,0
163,ALL_BDLA1c2a_99126_99426.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BDLA1c2a_99126_99426.mp4,0
164,ALL_BFPB1c2a_115088_115668.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BFPB1c2a_115088_115668.mp4,0
165,ALL_BFPB1c2a_132988_133638.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BFPB1c2a_132988_133638.mp4,0
166,ALL_BFSA1c2a_88595_88945.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BFSA1c2a_88595_88945.mp4,0
167,ALL_BGMQB1c2a_107250_107700.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BGMQB1c2a_107250_107700.mp4,3
168,ALL_BPJB1c2b_16630_16890.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BPJB1c2b_16630_16890.mp4,0
169,ALL_BRCA1c2a_129086_129226.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BRCA1c2a_129086_129226.mp4,0
170,ALL_BRCA1c2a_136966_137146.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BRCA1c2a_136966_137146.mp4,0
171,ALL_BRCA1c2a_162775_163155.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BRCA1c2a_162775_163155.mp4,0
172,ALL_BRCA1c2a_3600_3950.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BRCA1c2a_3600_3950.mp4,0
