,0,1,2,3,4
28,ACHIEVE_AMW2A2c7a_125161_125511.mp4,D:/Thesis/Video-Auslan-sorted/ACHIEVE/ACHIEVE_AMW2A2c7a_125161_125511.mp4,8,16.10112359550562,2
29,ACHIEVE_SLRB2c7a_181790_182010.mp4,D:/Thesis/Video-Auslan-sorted/ACHIEVE/ACHIEVE_SLRB2c7a_181790_182010.mp4,6,12.893491124260356,2
30,ACHIEVE_SSSB2c6ii_5680_6010.mp4,D:/Thesis/Video-Auslan-sorted/ACHIEVE/ACHIEVE_SSSB2c6ii_5680_6010.mp4,8,14.631578947368421,2
31,ACTIVITY-THERE_MSLB2c6iii_16840_17740.mp4,D:/Thesis/Video-Auslan-sorted/ACTIVITY-THERE/ACTIVITY-THERE_MSLB2c6iii_16840_17740.mp4,22,13.557142857142857,4
32,ADULT_SATA2c7a_80010_80330.mp4,D:/Thesis/Video-Auslan-sorted/ADULT/ADULT_SATA2c7a_80010_80330.mp4,8,9.614285714285714,2
33,AFRAID_BGMQB2c7a_82100_82330.mp4,D:/Thesis/Video-Auslan-sorted/AFRAID/AFRAID_BGMQB2c7a_82100_82330.mp4,6,11.197860962566844,1
34,AFRAID_MVSB2c7a_57330_58070.mp4,D:/Thesis/Video-Auslan-sorted/AFRAID/AFRAID_MVSB2c7a_57330_58070.mp4,18,15.857142857142858,3
35,AFTERNOON_BGMQB1c2a_23048_23498.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON/AFTERNOON_BGMQB1c2a_23048_23498.mp4,13,14.695945945945946,2
36,AFTERNOON_BGMQB1c2a_30210_30548.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON/AFTERNOON_BGMQB1c2a_30210_30548.mp4,11,14.695945945945946,3
37,AFTERNOON_BGMQB1c2a_31786_32028.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON/AFTERNOON_BGMQB1c2a_31786_32028.mp4,7,14.695945945945946,1
38,AFTERNOON_SAWB1c2b_66507_66767.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON/AFTERNOON_SAWB1c2b_66507_66767.mp4,7,12.308943089430894,2
39,AFTERNOON_SAWB1c2b_82533_82723.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON/AFTERNOON_SAWB1c2b_82533_82723.mp4,5,12.308943089430894,2
40,AFTERNOON_SLWA1c2a_80564_81094.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON/AFTERNOON_SLWA1c2a_80564_81094.mp4,13,12.548387096774194,3
41,AFTERNOON3_AMGA1c2a_23160_23570.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON3/AFTERNOON3_AMGA1c2a_23160_23570.mp4,10,13.614035087719298,2
42,AFTERNOON4_MSLB1c2b_67479_67859.mp4,D:/Thesis/Video-Auslan-sorted/AFTERNOON4/AFTERNOON4_MSLB1c2b_67479_67859.mp4,10,13.132743362831858,3
43,AGAIN_AASB1c2a_103450_103640.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB1c2a_103450_103640.mp4,5,12.385826771653543,1
44,AGAIN_AASB1c2a_23780_24030.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB1c2a_23780_24030.mp4,6,12.385826771653543,1
45,AGAIN_AASB1c2a_27485_27845.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB1c2a_27485_27845.mp4,9,12.385826771653543,1
46,AGAIN_AASB1c2a_35220_35440.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB1c2a_35220_35440.mp4,6,12.385826771653543,1
47,AGAIN_AASB2c6iii_27330_27560.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AASB2c6iii_27330_27560.mp4,6,11.617021276595745,1
48,AGAIN_ACAA1c2a_32866_33186.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_ACAA1c2a_32866_33186.mp4,8,7.202702702702703,1
49,AGAIN_ACAA1c2a_33446_33776.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_ACAA1c2a_33446_33776.mp4,8,7.202702702702703,3
50,AGAIN_AKRA1c2a_48316_49546.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AKRA1c2a_48316_49546.mp4,31,12.364583333333334,4
51,AGAIN_AKRA1c2a_78506_79626.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_AKRA1c2a_78506_79626.mp4,28,12.364583333333334,4
52,AGAIN_BCHA2c6ii_53910_54350.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BCHA2c6ii_53910_54350.mp4,11,16.4375,2
53,AGAIN_BDHA1c2a_11000_11400.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_11000_11400.mp4,10,14.23076923076923,2
54,AGAIN_BDHA1c2a_13810_14040.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_13810_14040.mp4,6,14.23076923076923,1
55,AGAIN_BDHA1c2a_23820_23890.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_23820_23890.mp4,2,14.23076923076923,1
56,AGAIN_BDHA1c2a_46300_46900.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_46300_46900.mp4,15,14.23076923076923,1
57,AGAIN_BDHA1c2a_51040_51830.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_51040_51830.mp4,19,14.23076923076923,3
58,AGAIN_BDHA1c2a_53280_53540.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_53280_53540.mp4,6,14.23076923076923,2
59,AGAIN_BDHA1c2a_67260_67650.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BDHA1c2a_67260_67650.mp4,10,14.23076923076923,2
60,AGAIN_BGMQB1c2a_26890_27210.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_BGMQB1c2a_26890_27210.mp4,10,14.695945945945946,2
61,AGAIN_MBCB1c2a_40505_40815.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBCB1c2a_40505_40815.mp4,8,16.17142857142857,3
62,AGAIN_MBCB1c2a_48335_49285.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBCB1c2a_48335_49285.mp4,24,16.17142857142857,2
63,AGAIN_MBCB1c2a_57145_57435.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBCB1c2a_57145_57435.mp4,7,16.17142857142857,2
64,AGAIN_MBHA1c2a_51880_52795.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBHA1c2a_51880_52795.mp4,22,13.237623762376238,4
65,AGAIN_MBHA1c2a_62645_63495.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MBHA1c2a_62645_63495.mp4,21,13.237623762376238,4
66,AGAIN_MCDB1c2a_76017_76291.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MCDB1c2a_76017_76291.mp4,7,10.277456647398845,1
67,AGAIN_MCDB1c2a_77157_77571.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MCDB1c2a_77157_77571.mp4,11,10.277456647398845,3
68,AGAIN_MCDB1c2a_99780_99926.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MCDB1c2a_99780_99926.mp4,4,10.277456647398845,1
69,AGAIN_MKB2A1c2a_10840_11520.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MKB2A1c2a_10840_11520.mp4,17,10.483050847457626,4
70,AGAIN_MKB2A1c2a_47490_48530.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MKB2A1c2a_47490_48530.mp4,26,10.483050847457626,4
71,AGAIN_MMAA1c2a_80340_80570.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_MMAA1c2a_80340_80570.mp4,6,11.810344827586206,3
72,AGAIN_PDHA1c2a_124610_124940.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDHA1c2a_124610_124940.mp4,8,9.53623188405797,2
73,AGAIN_PDHA1c2a_21580_21710.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDHA1c2a_21580_21710.mp4,3,9.53623188405797,1
74,AGAIN_PDRA1c2a_75540_76000.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDRA1c2a_75540_76000.mp4,12,13.149171270718233,3
75,AGAIN_PDRA1c2a_81640_83610.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDRA1c2a_81640_83610.mp4,49,13.149171270718233,3
76,AGAIN_PDRA1c2a_86890_87270.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDRA1c2a_86890_87270.mp4,9,13.149171270718233,2
77,AGAIN_PDSA3c9a_18485_19250.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_PDSA3c9a_18485_19250.mp4,19,16.63302752293578,3
78,AGAIN_SASA2c7a_130400_130510.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN/AGAIN_SASA2c7a_130400_130510.mp4,2,10.689873417721518,1
79,AGAIN-2H_SPKA1c2a_109440_109620.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN-2H/AGAIN-2H_SPKA1c2a_109440_109620.mp4,4,14.893939393939394,1
80,AGAIN-AND-AGAIN_ACAA1c2a_37136_37846.mp4,D:/Thesis/Video-Auslan-sorted/AGAIN-AND-AGAIN/AGAIN-AND-AGAIN_ACAA1c2a_37136_37846.mp4,18,7.202702702702703,4
81,AGES_SLRB1c2b_118057_119147.mp4,D:/Thesis/Video-Auslan-sorted/AGES/AGES_SLRB1c2b_118057_119147.mp4,27,15.80625,3
82,AGES_SLRB1c2b_120057_121915.mp4,D:/Thesis/Video-Auslan-sorted/AGES/AGES_SLRB1c2b_120057_121915.mp4,46,15.80625,4
83,AGES_SLWA1c2a_34709_35729.mp4,D:/Thesis/Video-Auslan-sorted/AGES/AGES_SLWA1c2a_34709_35729.mp4,26,12.548387096774194,4
84,AGREE_AAPB1c2b_71387_71857.mp4,D:/Thesis/Video-Auslan-sorted/AGREE/AGREE_AAPB1c2b_71387_71857.mp4,12,13.034090909090908,3
85,AGREE_SAWB1c2b_41142_42102.mp4,D:/Thesis/Video-Auslan-sorted/AGREE/AGREE_SAWB1c2b_41142_42102.mp4,24,12.308943089430894,4
86,AGREE_SAWB1c2b_43042_43462.mp4,D:/Thesis/Video-Auslan-sorted/AGREE/AGREE_SAWB1c2b_43042_43462.mp4,10,12.308943089430894,1
87,AIM_AAPB1c2b_236470_237221.mp4,D:/Thesis/Video-Auslan-sorted/AIM/AIM_AAPB1c2b_236470_237221.mp4,19,13.034090909090908,3
88,AIM_SASA2c6ii_9150_9780.mp4,D:/Thesis/Video-Auslan-sorted/AIM/AIM_SASA2c6ii_9150_9780.mp4,16,11.317073170731707,2
89,ALIVE_PDCB2c7a_58550_58780.mp4,D:/Thesis/Video-Auslan-sorted/ALIVE/ALIVE_PDCB2c7a_58550_58780.mp4,6,9.454545454545455,1
90,ALL_AAM1A1c2a_63195_63545.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AAM1A1c2a_63195_63545.mp4,9,11.359375,1
91,ALL_AASB1c2a_108090_108580.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AASB1c2a_108090_108580.mp4,12,12.385826771653543,3
92,ALL_AASB1c2a_109040_109330.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AASB1c2a_109040_109330.mp4,7,12.385826771653543,2
93,ALL_AASB1c2a_57040_57230.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AASB1c2a_57040_57230.mp4,4,12.385826771653543,1
94,ALL_AASB1c2a_95510_95910.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AASB1c2a_95510_95910.mp4,10,12.385826771653543,1
95,ALL_ACAA1c2a_47106_47576.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_ACAA1c2a_47106_47576.mp4,12,7.202702702702703,3
96,ALL_AFLA1c2b_17675_17830.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AFLA1c2b_17675_17830.mp4,4,9.337209302325581,1
97,ALL_AKRA1c2a_85836_86186.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AKRA1c2a_85836_86186.mp4,9,12.364583333333334,3
98,ALL_AMGA1c2a_99655_99935.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_AMGA1c2a_99655_99935.mp4,7,13.614035087719298,1
99,ALL_BAOBB2c7a_104530_104780.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BAOBB2c7a_104530_104780.mp4,6,9.80813953488372,2
100,ALL_BCHA1c2a_17735_18425.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BCHA1c2a_17735_18425.mp4,17,17.05921052631579,4
101,ALL_BCHA1c2a_188175_188685.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BCHA1c2a_188175_188685.mp4,13,17.05921052631579,2
102,ALL_BCHA1c2a_190875_191005.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BCHA1c2a_190875_191005.mp4,4,17.05921052631579,1
103,ALL_BCHA1c2a_55870_56770.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BCHA1c2a_55870_56770.mp4,23,17.05921052631579,4
104,ALL_BGMQB1c2a_107250_107700.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_BGMQB1c2a_107250_107700.mp4,13,14.695945945945946,3
105,ALL_MBHA1c2a_80995_81510.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MBHA1c2a_80995_81510.mp4,13,13.237623762376238,3
106,ALL_MCDB1c2a_69462_69736.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MCDB1c2a_69462_69736.mp4,7,10.277456647398845,3
107,ALL_MDPA1c2a_39091_39351.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MDPA1c2a_39091_39351.mp4,6,9.512820512820513,2
108,ALL_MFKA1c2a_85805_86065.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MFKA1c2a_85805_86065.mp4,6,11.9009009009009,2
109,ALL_MKB1B1c2a_106840_107220.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MKB1B1c2a_106840_107220.mp4,9,20.988235294117647,1
110,ALL_MKB1B2c7a_42177_42687.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MKB1B2c7a_42177_42687.mp4,13,4.332,2
111,ALL_MKB2A1c2a_39820_40020.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MKB2A1c2a_39820_40020.mp4,5,10.483050847457626,1
112,ALL_MKB2A1c2a_75470_76180.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MKB2A1c2a_75470_76180.mp4,18,10.483050847457626,2
113,ALL_MMAA1c2a_14930_15300.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MMAA1c2a_14930_15300.mp4,9,11.810344827586206,2
114,ALL_MMAA1c2a_88465_88795.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MMAA1c2a_88465_88795.mp4,8,11.810344827586206,2
115,ALL_MSLB1c2b_30146_30346.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MSLB1c2b_30146_30346.mp4,5,13.132743362831858,1
116,ALL_MTFB1c2a_126870_127360.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_MTFB1c2a_126870_127360.mp4,13,12.538461538461538,3
117,ALL_PDHA1c2a_106760_106980.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PDHA1c2a_106760_106980.mp4,5,9.53623188405797,2
118,ALL_PDRA1c2a_112310_112860.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PDRA1c2a_112310_112860.mp4,14,13.149171270718233,3
119,ALL_PDRA1c2a_119460_119640.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PDRA1c2a_119460_119640.mp4,5,13.149171270718233,1
120,ALL_PDRA1c2a_124810_125120.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PDRA1c2a_124810_125120.mp4,8,13.149171270718233,2
121,ALL_PDRA1c2a_57660_58020.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PDRA1c2a_57660_58020.mp4,9,13.149171270718233,2
122,ALL_PDRA1c2a_84770_85190.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PDRA1c2a_84770_85190.mp4,10,13.149171270718233,2
123,ALL_PDSA1c2a_98080_98450.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PDSA1c2a_98080_98450.mp4,9,13.190140845070422,2
124,ALL_PGMB1c2a_110770_111270.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PGMB1c2a_110770_111270.mp4,12,20.087912087912088,3
125,ALL_PGMB1c2a_26545_27425.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PGMB1c2a_26545_27425.mp4,22,20.087912087912088,4
126,ALL_PGMB1c2a_51831_52681.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PGMB1c2a_51831_52681.mp4,22,20.087912087912088,4
127,ALL_PGMB1c2a_97955_98175.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PGMB1c2a_97955_98175.mp4,6,20.087912087912088,2
128,ALL_PHHA1c2a_137010_138060.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PHHA1c2a_137010_138060.mp4,26,17.448529411764707,4
129,ALL_PJEB1c2a_8770_9250.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_PJEB1c2a_8770_9250.mp4,12,1.2765957446808511,3
130,ALL_SLWA1c2a_55329_55499.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SLWA1c2a_55329_55499.mp4,4,12.548387096774194,1
131,ALL_SMGB1c2a_131084_132264.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SMGB1c2a_131084_132264.mp4,29,16.389312977099237,4
132,ALL_SMGB1c2a_137904_138384.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SMGB1c2a_137904_138384.mp4,12,16.389312977099237,3
133,ALL_SNCB2c2a_173810_174230.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SNCB2c2a_173810_174230.mp4,10,18.468354430379748,2
134,ALL_SPKA1c2a_104993_105397.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_104993_105397.mp4,10,14.893939393939394,3
135,ALL_SPKA1c2a_123845_124527.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_123845_124527.mp4,17,14.893939393939394,3
136,ALL_SPKA1c2a_146045_146526.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_146045_146526.mp4,12,14.893939393939394,2
137,ALL_SPKA1c2a_149060_149803.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_149060_149803.mp4,19,14.893939393939394,4
138,ALL_SPKA1c2a_76314_76654.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_76314_76654.mp4,9,14.893939393939394,2
139,ALL_SPKA1c2a_80893_81383.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_80893_81383.mp4,12,14.893939393939394,2
140,ALL_SPKA1c2a_81866_82202.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_81866_82202.mp4,9,14.893939393939394,2
141,ALL_SPKA1c2a_88534_89004.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_88534_89004.mp4,12,14.893939393939394,2
142,ALL_SPKA1c2a_92386_92644.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_92386_92644.mp4,7,14.893939393939394,1
143,ALL_SPKA1c2a_98746_99456.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_SPKA1c2a_98746_99456.mp4,18,14.893939393939394,4
144,ALL_STMB1c2a_126670_126770.mp4,D:/Thesis/Video-Auslan-sorted/ALL/ALL_STMB1c2a_126670_126770.mp4,3,9.945,1
145,ALL-2H_AAM2A1c2b_90720_90990.mp4,D:/Thesis/Video-Auslan-sorted/ALL-2H/ALL-2H_AAM2A1c2b_90720_90990.mp4,6,14.03125,1
146,ALL-2H_MKB2A1c2a_74010_74270.mp4,D:/Thesis/Video-Auslan-sorted/ALL-2H/ALL-2H_MKB2A1c2a_74010_74270.mp4,6,10.483050847457626,2
147,ALL-2H_PHHA1c2a_15480_16730.mp4,D:/Thesis/Video-Auslan-sorted/ALL-2H/ALL-2H_PHHA1c2a_15480_16730.mp4,31,17.448529411764707,4
148,ALL-DAY_AKRA1c2a_22340_23184.mp4,D:/Thesis/Video-Auslan-sorted/ALL-DAY/ALL-DAY_AKRA1c2a_22340_23184.mp4,21,12.364583333333334,4
149,ALL-DAY_MMAA1c2a_64415_65005.mp4,D:/Thesis/Video-Auslan-sorted/ALL-DAY/ALL-DAY_MMAA1c2a_64415_65005.mp4,15,11.810344827586206,4
150,ALL-DAY_SMGB1c2a_32504_34014.mp4,D:/Thesis/Video-Auslan-sorted/ALL-DAY/ALL-DAY_SMGB1c2a_32504_34014.mp4,38,16.389312977099237,4
151,ALL-DAY-2H_PGMB1c2a_41591_41891.mp4,D:/Thesis/Video-Auslan-sorted/ALL-DAY-2H/ALL-DAY-2H_PGMB1c2a_41591_41891.mp4,8,20.087912087912088,3
152,ALL-DAY-LONG_MTFB1c2a_53525_55215.mp4,D:/Thesis/Video-Auslan-sorted/ALL-DAY-LONG/ALL-DAY-LONG_MTFB1c2a_53525_55215.mp4,42,12.538461538461538,4
153,ALLOW_SLWA1c2a_18882_19142.mp4,D:/Thesis/Video-Auslan-sorted/ALLOW/ALLOW_SLWA1c2a_18882_19142.mp4,6,12.548387096774194,2
154,ALMOST_AFLA1c2b_47940_48120.mp4,D:/Thesis/Video-Auslan-sorted/ALMOST/ALMOST_AFLA1c2b_47940_48120.mp4,5,9.337209302325581,2
155,ALMOST_AFLA1c2b_66590_66740.mp4,D:/Thesis/Video-Auslan-sorted/ALMOST/ALMOST_AFLA1c2b_66590_66740.mp4,4,9.337209302325581,2
